jerseyid,orderid,jerseyname,jerseynumber,team,jerseytype,jerseyyear,jerseysize,jerseyprice,quantitysold,datesold
22770,8991,CeeDee Lamb,88,Dallas Cowboys,Away,2019,XXL,119.99,2,2023-06-30
22771,8991,Patrick Mahomes,15,Kansas City Chiefs,Home,2022,M,149.99,1,2023-06-30
22772,8992,Josh Allen,17,Buffalo Bills,Alternate,2025,XXL,139.99,3,2024-05-07
22773,8992,DK Metcalf,14,Seattle Seahawks,Away,2023,XL,119.99,1,2024-05-07
22774,8992,DK Metcalf,14,Seattle Seahawks,Home,2022,S,139.99,1,2024-05-07
22775,8992,Jalen Hurts,1,Philadelphia Eagles,Home,2024,XL,149.99,3,2024-05-07
22776,8993,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XL,139.99,3,2025-01-06
22777,8993,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,S,149.99,1,2025-01-06
22778,8993,Lamar Jackson,8,Baltimore Ravens,Home,2020,XXL,139.99,2,2025-01-06
22779,8993,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,L,129.99,1,2025-01-06
22780,8994,Josh Allen,17,Buffalo Bills,Alternate,2020,XXL,119.99,1,2023-11-20
22781,8994,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XL,119.99,2,2023-11-20
22782,8994,DK Metcalf,14,Seattle Seahawks,Home,2019,XXL,119.99,2,2023-11-20
22783,8995,Lamar Jackson,8,Baltimore Ravens,Away,2020,XL,139.99,3,2019-12-09
22784,8995,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,L,149.99,2,2019-12-09
22785,8996,DK Metcalf,14,Seattle Seahawks,Home,2021,XXL,129.99,2,2025-05-17
22786,8997,CeeDee Lamb,88,Dallas Cowboys,Alternate,2025,L,119.99,1,2019-10-23
22787,8998,Joe Burrow,9,Cincinnati Bengals,Away,2020,M,129.99,1,2020-06-04
22788,8998,DK Metcalf,14,Seattle Seahawks,Alternate,2020,M,129.99,2,2020-06-04
22789,8998,DK Metcalf,14,Seattle Seahawks,Home,2025,L,129.99,3,2020-06-04
22790,8999,Christian McCaffrey,23,San Francisco 49ers,Away,2019,L,149.99,3,2022-12-29
22791,8999,DK Metcalf,14,Seattle Seahawks,Alternate,2023,XL,119.99,1,2022-12-29
22792,8999,Jordan Love,10,Green Bay Packers,Away,2024,L,139.99,2,2022-12-29
22793,9000,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XXL,129.99,1,2019-02-13
22794,9001,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XL,139.99,3,2023-01-14
22795,9001,DK Metcalf,14,Seattle Seahawks,Alternate,2019,XXL,139.99,3,2023-01-14
22796,9001,DK Metcalf,14,Seattle Seahawks,Alternate,2022,XL,149.99,1,2023-01-14
22797,9002,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,S,149.99,1,2024-06-27
22798,9002,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,XXL,129.99,1,2024-06-27
22799,9003,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,M,149.99,3,2020-06-01
22800,9003,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,M,139.99,3,2020-06-01
22801,9003,Patrick Mahomes,15,Kansas City Chiefs,Home,2020,M,119.99,1,2020-06-01
22802,9004,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,M,129.99,2,2020-08-29
22803,9004,Josh Allen,17,Buffalo Bills,Away,2022,L,119.99,1,2020-08-29
22804,9004,Josh Allen,17,Buffalo Bills,Away,2022,XL,119.99,2,2020-08-29
22805,9005,Joe Burrow,9,Cincinnati Bengals,Alternate,2024,XXL,129.99,3,2020-03-07
22806,9005,Patrick Mahomes,15,Kansas City Chiefs,Home,2025,S,139.99,2,2020-03-07
22807,9005,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2020,S,149.99,2,2020-03-07
22808,9005,Lamar Jackson,8,Baltimore Ravens,Alternate,2021,M,149.99,1,2020-03-07
22809,9006,CeeDee Lamb,88,Dallas Cowboys,Away,2019,XXL,129.99,1,2021-02-18
22810,9007,CeeDee Lamb,88,Dallas Cowboys,Home,2019,M,149.99,3,2024-01-08
22811,9007,DK Metcalf,14,Seattle Seahawks,Alternate,2025,XXL,119.99,2,2024-01-08
22812,9007,Josh Allen,17,Buffalo Bills,Away,2023,XXL,139.99,3,2024-01-08
22813,9007,DK Metcalf,14,Seattle Seahawks,Alternate,2020,S,119.99,1,2024-01-08
22814,9008,Josh Allen,17,Buffalo Bills,Away,2025,M,129.99,2,2025-12-02
22815,9008,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,XXL,119.99,1,2025-12-02
22816,9008,CeeDee Lamb,88,Dallas Cowboys,Home,2019,M,149.99,2,2025-12-02
22817,9009,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,S,149.99,1,2020-10-20
22818,9010,Amon-Ra St. Brown,14,Detroit Lions,Home,2025,XL,139.99,1,2022-04-19
22819,9010,Christian McCaffrey,23,San Francisco 49ers,Home,2024,XXL,129.99,1,2022-04-19
22820,9011,Joe Burrow,9,Cincinnati Bengals,Home,2024,XXL,149.99,2,2022-03-21
22821,9011,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2022,XXL,119.99,1,2022-03-21
22822,9011,Christian McCaffrey,23,San Francisco 49ers,Home,2020,XXL,139.99,1,2022-03-21
22823,9012,Christian McCaffrey,23,San Francisco 49ers,Alternate,2023,L,119.99,3,2024-03-19
22824,9012,Jalen Hurts,1,Philadelphia Eagles,Home,2025,XL,149.99,1,2024-03-19
22825,9012,Jordan Love,10,Green Bay Packers,Home,2025,XL,129.99,1,2024-03-19
22826,9012,Jordan Love,10,Green Bay Packers,Home,2025,XL,119.99,3,2024-03-19
22827,9013,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,L,149.99,2,2023-01-24
22828,9013,Lamar Jackson,8,Baltimore Ravens,Away,2021,L,149.99,1,2023-01-24
22829,9013,DK Metcalf,14,Seattle Seahawks,Alternate,2021,M,149.99,3,2023-01-24
22830,9014,Lamar Jackson,8,Baltimore Ravens,Home,2024,XXL,139.99,2,2023-04-28
22831,9015,CeeDee Lamb,88,Dallas Cowboys,Away,2020,M,139.99,1,2019-06-27
22832,9015,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,S,139.99,1,2019-06-27
22833,9016,DK Metcalf,14,Seattle Seahawks,Away,2023,XXL,139.99,1,2022-05-04
22834,9017,CeeDee Lamb,88,Dallas Cowboys,Home,2021,XXL,129.99,3,2022-03-08
22835,9017,Amon-Ra St. Brown,14,Detroit Lions,Home,2023,L,129.99,2,2022-03-08
22836,9017,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,S,119.99,2,2022-03-08
22837,9018,Jordan Love,10,Green Bay Packers,Home,2025,S,119.99,3,2024-12-05
22838,9018,Joe Burrow,9,Cincinnati Bengals,Away,2025,S,119.99,2,2024-12-05
22839,9018,Christian McCaffrey,23,San Francisco 49ers,Away,2022,XL,129.99,1,2024-12-05
22840,9018,Patrick Mahomes,15,Kansas City Chiefs,Home,2024,L,149.99,1,2024-12-05
22841,9019,DK Metcalf,14,Seattle Seahawks,Home,2024,S,129.99,3,2020-04-01
22842,9019,CeeDee Lamb,88,Dallas Cowboys,Away,2019,L,119.99,1,2020-04-01
22843,9019,Jordan Love,10,Green Bay Packers,Home,2023,XL,149.99,1,2020-04-01
22844,9020,CeeDee Lamb,88,Dallas Cowboys,Home,2023,S,149.99,2,2019-04-13
22845,9021,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XXL,149.99,1,2025-08-22
22846,9021,DK Metcalf,14,Seattle Seahawks,Alternate,2020,M,129.99,2,2025-08-22
22847,9021,Christian McCaffrey,23,San Francisco 49ers,Away,2021,S,149.99,2,2025-08-22
22848,9021,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2024,XL,119.99,3,2025-08-22
22849,9022,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,L,129.99,1,2025-04-15
22850,9022,Josh Allen,17,Buffalo Bills,Alternate,2024,XXL,139.99,2,2025-04-15
22851,9022,Josh Allen,17,Buffalo Bills,Alternate,2021,L,119.99,1,2025-04-15
22852,9023,Patrick Mahomes,15,Kansas City Chiefs,Home,2025,XXL,139.99,2,2020-03-20
22853,9024,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XL,129.99,2,2021-10-27
22854,9025,Joe Burrow,9,Cincinnati Bengals,Away,2019,S,119.99,3,2025-12-02
22855,9025,Christian McCaffrey,23,San Francisco 49ers,Home,2021,XXL,139.99,1,2025-12-02
22856,9025,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,S,119.99,2,2025-12-02
22857,9025,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,XXL,139.99,3,2025-12-02
22858,9026,Patrick Mahomes,15,Kansas City Chiefs,Away,2021,XXL,129.99,2,2025-05-19
22859,9026,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,L,149.99,2,2025-05-19
22860,9027,Josh Allen,17,Buffalo Bills,Alternate,2020,M,129.99,2,2023-02-24
22861,9028,Jordan Love,10,Green Bay Packers,Away,2020,XL,149.99,1,2023-06-21
22862,9028,CeeDee Lamb,88,Dallas Cowboys,Away,2025,M,139.99,1,2023-06-21
22863,9029,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,L,149.99,3,2024-03-22
22864,9030,DK Metcalf,14,Seattle Seahawks,Alternate,2023,M,139.99,3,2024-10-19
22865,9031,Lamar Jackson,8,Baltimore Ravens,Away,2025,XXL,119.99,1,2019-04-24
22866,9032,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,M,119.99,3,2023-05-04
22867,9033,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,L,129.99,3,2023-05-20
22868,9034,Lamar Jackson,8,Baltimore Ravens,Alternate,2020,M,119.99,1,2019-08-26
22869,9034,DK Metcalf,14,Seattle Seahawks,Home,2021,S,149.99,1,2019-08-26
22870,9035,Jordan Love,10,Green Bay Packers,Away,2021,M,149.99,2,2019-04-23
22871,9035,CeeDee Lamb,88,Dallas Cowboys,Alternate,2023,L,139.99,3,2019-04-23
22872,9036,Jordan Love,10,Green Bay Packers,Away,2021,XL,129.99,2,2022-03-06
22873,9036,Jordan Love,10,Green Bay Packers,Alternate,2022,M,149.99,3,2022-03-06
22874,9036,Lamar Jackson,8,Baltimore Ravens,Home,2023,L,139.99,3,2022-03-06
22875,9037,Jalen Hurts,1,Philadelphia Eagles,Away,2021,XXL,139.99,3,2025-09-07
22876,9037,Jalen Hurts,1,Philadelphia Eagles,Home,2020,XL,129.99,1,2025-09-07
22877,9037,Lamar Jackson,8,Baltimore Ravens,Away,2020,L,129.99,1,2025-09-07
22878,9037,Jordan Love,10,Green Bay Packers,Alternate,2024,XL,129.99,1,2025-09-07
22879,9038,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XXL,119.99,1,2020-04-13
22880,9038,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,XXL,129.99,1,2020-04-13
22881,9038,Jalen Hurts,1,Philadelphia Eagles,Away,2024,M,149.99,1,2020-04-13
22882,9038,Amon-Ra St. Brown,14,Detroit Lions,Home,2021,XL,139.99,3,2020-04-13
22883,9039,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,S,129.99,3,2020-03-05
22884,9039,Lamar Jackson,8,Baltimore Ravens,Home,2023,M,119.99,1,2020-03-05
22885,9040,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,XXL,119.99,3,2020-10-12
22886,9040,Amon-Ra St. Brown,14,Detroit Lions,Home,2021,XXL,139.99,2,2020-10-12
22887,9040,Christian McCaffrey,23,San Francisco 49ers,Alternate,2025,XXL,149.99,2,2020-10-12
22888,9040,Christian McCaffrey,23,San Francisco 49ers,Home,2021,XL,119.99,3,2020-10-12
22889,9041,Jalen Hurts,1,Philadelphia Eagles,Alternate,2023,XXL,129.99,3,2021-02-25
22890,9041,Amon-Ra St. Brown,14,Detroit Lions,Away,2021,XL,149.99,2,2021-02-25
22891,9041,Josh Allen,17,Buffalo Bills,Away,2025,XL,129.99,3,2021-02-25
22892,9042,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,XXL,139.99,3,2019-07-18
22893,9042,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,L,149.99,1,2019-07-18
22894,9042,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,XXL,139.99,3,2019-07-18
22895,9042,Lamar Jackson,8,Baltimore Ravens,Home,2019,M,119.99,1,2019-07-18
22896,9043,Jordan Love,10,Green Bay Packers,Home,2025,XL,139.99,1,2023-05-03
22897,9044,Jordan Love,10,Green Bay Packers,Away,2021,XL,149.99,1,2025-07-15
22898,9044,Jordan Love,10,Green Bay Packers,Alternate,2024,XXL,149.99,2,2025-07-15
22899,9044,Jalen Hurts,1,Philadelphia Eagles,Away,2019,XL,139.99,3,2025-07-15
22900,9045,CeeDee Lamb,88,Dallas Cowboys,Away,2023,M,129.99,2,2019-02-09
22901,9045,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,XL,149.99,3,2019-02-09
22902,9045,DK Metcalf,14,Seattle Seahawks,Away,2025,M,149.99,1,2019-02-09
22903,9045,Lamar Jackson,8,Baltimore Ravens,Away,2025,XL,119.99,2,2019-02-09
22904,9046,Jordan Love,10,Green Bay Packers,Home,2025,XXL,129.99,3,2020-07-29
22905,9046,Josh Allen,17,Buffalo Bills,Alternate,2023,L,149.99,1,2020-07-29
22906,9046,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XL,139.99,1,2020-07-29
22907,9046,Josh Allen,17,Buffalo Bills,Away,2020,S,119.99,2,2020-07-29
22908,9047,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2020,M,149.99,3,2022-12-26
22909,9047,Jordan Love,10,Green Bay Packers,Alternate,2019,L,149.99,3,2022-12-26
22910,9048,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XXL,149.99,3,2024-01-07
22911,9048,Joe Burrow,9,Cincinnati Bengals,Alternate,2021,XXL,139.99,1,2024-01-07
22912,9049,Lamar Jackson,8,Baltimore Ravens,Home,2023,L,119.99,2,2025-03-12
22913,9049,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,S,139.99,2,2025-03-12
22914,9049,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,119.99,2,2025-03-12
22915,9050,Patrick Mahomes,15,Kansas City Chiefs,Away,2025,L,149.99,1,2024-06-24
22916,9050,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,XL,139.99,3,2024-06-24
22917,9051,DK Metcalf,14,Seattle Seahawks,Home,2019,S,139.99,3,2023-09-26
22918,9051,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XL,149.99,2,2023-09-26
22919,9051,Joe Burrow,9,Cincinnati Bengals,Home,2019,L,139.99,1,2023-09-26
22920,9051,Jordan Love,10,Green Bay Packers,Alternate,2025,M,149.99,2,2023-09-26
22921,9052,DK Metcalf,14,Seattle Seahawks,Alternate,2019,XL,129.99,2,2019-05-16
22922,9053,Josh Allen,17,Buffalo Bills,Alternate,2022,L,139.99,2,2023-09-30
22923,9054,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2025,L,149.99,1,2020-04-20
22924,9054,Lamar Jackson,8,Baltimore Ravens,Alternate,2023,L,119.99,1,2020-04-20
22925,9054,Jalen Hurts,1,Philadelphia Eagles,Home,2022,XXL,149.99,1,2020-04-20
22926,9055,DK Metcalf,14,Seattle Seahawks,Alternate,2025,S,119.99,1,2025-10-12
22927,9055,Joe Burrow,9,Cincinnati Bengals,Home,2023,M,139.99,2,2025-10-12
22928,9055,Joe Burrow,9,Cincinnati Bengals,Away,2021,XXL,119.99,1,2025-10-12
22929,9055,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,XL,129.99,1,2025-10-12
22930,9056,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2019,XXL,129.99,1,2019-01-14
22931,9056,DK Metcalf,14,Seattle Seahawks,Alternate,2019,S,129.99,2,2019-01-14
22932,9056,Jordan Love,10,Green Bay Packers,Away,2025,L,129.99,1,2019-01-14
22933,9057,Jordan Love,10,Green Bay Packers,Alternate,2020,L,119.99,2,2023-05-16
22934,9057,Jordan Love,10,Green Bay Packers,Away,2021,M,139.99,2,2023-05-16
22935,9057,Jordan Love,10,Green Bay Packers,Home,2023,XL,149.99,1,2023-05-16
22936,9058,Amon-Ra St. Brown,14,Detroit Lions,Away,2023,XXL,149.99,3,2025-11-29
22937,9059,Jordan Love,10,Green Bay Packers,Home,2019,L,129.99,2,2020-12-12
22938,9059,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,L,119.99,1,2020-12-12
22939,9059,Christian McCaffrey,23,San Francisco 49ers,Home,2025,S,129.99,2,2020-12-12
22940,9059,Christian McCaffrey,23,San Francisco 49ers,Away,2023,L,149.99,1,2020-12-12
22941,9060,Lamar Jackson,8,Baltimore Ravens,Home,2022,S,149.99,1,2019-12-26
22942,9060,Jordan Love,10,Green Bay Packers,Away,2021,XL,129.99,1,2019-12-26
22943,9060,CeeDee Lamb,88,Dallas Cowboys,Away,2024,L,149.99,1,2019-12-26
22944,9060,Jordan Love,10,Green Bay Packers,Away,2024,L,129.99,3,2019-12-26
22945,9061,Jalen Hurts,1,Philadelphia Eagles,Home,2022,L,119.99,3,2020-05-04
22946,9062,CeeDee Lamb,88,Dallas Cowboys,Home,2023,L,119.99,1,2023-05-10
22947,9062,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2024,XXL,129.99,3,2023-05-10
22948,9062,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XXL,139.99,3,2023-05-10
22949,9062,CeeDee Lamb,88,Dallas Cowboys,Home,2019,XL,119.99,3,2023-05-10
22950,9063,Lamar Jackson,8,Baltimore Ravens,Home,2024,XXL,149.99,1,2019-08-18
22951,9063,Lamar Jackson,8,Baltimore Ravens,Away,2021,S,149.99,2,2019-08-18
22952,9063,Jordan Love,10,Green Bay Packers,Home,2020,XL,139.99,2,2019-08-18
22953,9064,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,L,149.99,2,2019-02-06
22954,9065,Josh Allen,17,Buffalo Bills,Alternate,2022,M,139.99,2,2023-04-15
22955,9065,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,XXL,119.99,2,2023-04-15
22956,9065,Christian McCaffrey,23,San Francisco 49ers,Home,2020,S,149.99,3,2023-04-15
22957,9066,Amon-Ra St. Brown,14,Detroit Lions,Away,2025,XL,139.99,1,2025-01-08
22958,9066,DK Metcalf,14,Seattle Seahawks,Home,2020,S,129.99,3,2025-01-08
22959,9067,Amon-Ra St. Brown,14,Detroit Lions,Away,2023,L,139.99,3,2024-10-27
22960,9067,Jordan Love,10,Green Bay Packers,Alternate,2021,XL,149.99,3,2024-10-27
22961,9067,Lamar Jackson,8,Baltimore Ravens,Away,2025,L,139.99,3,2024-10-27
22962,9068,Christian McCaffrey,23,San Francisco 49ers,Alternate,2020,S,149.99,1,2024-11-10
22963,9068,Jalen Hurts,1,Philadelphia Eagles,Home,2025,L,139.99,2,2024-11-10
22964,9068,Patrick Mahomes,15,Kansas City Chiefs,Away,2020,XXL,129.99,3,2024-11-10
22965,9069,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,XXL,129.99,1,2020-07-16
22966,9069,Josh Allen,17,Buffalo Bills,Away,2024,L,129.99,3,2020-07-16
22967,9069,Jalen Hurts,1,Philadelphia Eagles,Home,2023,XL,149.99,3,2020-07-16
22968,9069,Jalen Hurts,1,Philadelphia Eagles,Home,2019,S,149.99,1,2020-07-16
22969,9070,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,XL,119.99,3,2019-04-10
22970,9070,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,M,119.99,2,2019-04-10
22971,9070,Amon-Ra St. Brown,14,Detroit Lions,Away,2019,XL,119.99,3,2019-04-10
22972,9071,Lamar Jackson,8,Baltimore Ravens,Away,2019,XXL,139.99,1,2019-05-04
22973,9072,CeeDee Lamb,88,Dallas Cowboys,Alternate,2022,L,119.99,2,2023-10-25
22974,9072,Joe Burrow,9,Cincinnati Bengals,Alternate,2023,M,139.99,1,2023-10-25
22975,9073,Jordan Love,10,Green Bay Packers,Alternate,2024,S,139.99,2,2020-09-03
22976,9073,CeeDee Lamb,88,Dallas Cowboys,Home,2022,M,119.99,1,2020-09-03
22977,9074,Christian McCaffrey,23,San Francisco 49ers,Away,2025,L,149.99,2,2021-02-22
22978,9074,CeeDee Lamb,88,Dallas Cowboys,Home,2020,L,139.99,1,2021-02-22
22979,9074,Lamar Jackson,8,Baltimore Ravens,Home,2022,XL,139.99,2,2021-02-22
22980,9075,CeeDee Lamb,88,Dallas Cowboys,Away,2023,M,149.99,3,2020-05-19
22981,9076,DK Metcalf,14,Seattle Seahawks,Away,2022,XL,119.99,1,2020-10-20
22982,9076,Jordan Love,10,Green Bay Packers,Alternate,2019,L,149.99,2,2020-10-20
22983,9076,Jordan Love,10,Green Bay Packers,Away,2019,XL,149.99,1,2020-10-20
22984,9077,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,XL,119.99,2,2019-09-24
22985,9077,DK Metcalf,14,Seattle Seahawks,Alternate,2021,XXL,149.99,2,2019-09-24
22986,9078,Jalen Hurts,1,Philadelphia Eagles,Alternate,2020,M,129.99,2,2020-07-01
22987,9078,Christian McCaffrey,23,San Francisco 49ers,Alternate,2019,XL,149.99,2,2020-07-01
22988,9078,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2023,M,129.99,2,2020-07-01
22989,9079,CeeDee Lamb,88,Dallas Cowboys,Away,2021,M,149.99,2,2024-03-21
22990,9079,CeeDee Lamb,88,Dallas Cowboys,Alternate,2019,M,129.99,3,2024-03-21
22991,9079,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,M,149.99,3,2024-03-21
22992,9079,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,S,119.99,1,2024-03-21
22993,9080,Josh Allen,17,Buffalo Bills,Away,2022,S,149.99,1,2019-08-30
22994,9081,Patrick Mahomes,15,Kansas City Chiefs,Away,2024,M,129.99,1,2019-09-29
22995,9081,Amon-Ra St. Brown,14,Detroit Lions,Home,2020,L,149.99,2,2019-09-29
22996,9082,Jalen Hurts,1,Philadelphia Eagles,Away,2020,XXL,119.99,1,2025-01-28
22997,9082,Jalen Hurts,1,Philadelphia Eagles,Home,2021,XXL,149.99,2,2025-01-28
22998,9082,Lamar Jackson,8,Baltimore Ravens,Away,2022,S,129.99,3,2025-01-28
22999,9083,Christian McCaffrey,23,San Francisco 49ers,Home,2024,L,139.99,2,2025-08-29
23000,9083,Jordan Love,10,Green Bay Packers,Away,2020,XXL,129.99,3,2025-08-29
23001,9084,Joe Burrow,9,Cincinnati Bengals,Home,2020,M,139.99,1,2025-05-12
23002,9084,DK Metcalf,14,Seattle Seahawks,Alternate,2023,M,119.99,2,2025-05-12
23003,9084,Josh Allen,17,Buffalo Bills,Alternate,2025,XL,129.99,2,2025-05-12
23004,9084,Jalen Hurts,1,Philadelphia Eagles,Home,2020,S,139.99,3,2025-05-12
23005,9085,CeeDee Lamb,88,Dallas Cowboys,Home,2024,L,129.99,3,2021-02-20
23006,9085,Josh Allen,17,Buffalo Bills,Home,2023,L,129.99,3,2021-02-20
23007,9085,Jordan Love,10,Green Bay Packers,Away,2023,L,119.99,2,2021-02-20
23008,9086,Jordan Love,10,Green Bay Packers,Home,2023,XL,119.99,1,2021-09-12
23009,9086,Amon-Ra St. Brown,14,Detroit Lions,Home,2019,XXL,129.99,2,2021-09-12
23010,9086,DK Metcalf,14,Seattle Seahawks,Away,2020,XXL,149.99,1,2021-09-12
23011,9086,Josh Allen,17,Buffalo Bills,Home,2021,XXL,139.99,2,2021-09-12
23012,9087,Patrick Mahomes,15,Kansas City Chiefs,Home,2023,S,139.99,2,2020-05-10
23013,9088,Josh Allen,17,Buffalo Bills,Away,2025,XXL,119.99,2,2023-01-27
23014,9089,Lamar Jackson,8,Baltimore Ravens,Away,2024,L,149.99,3,2022-03-18
23015,9090,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2025,L,139.99,3,2019-01-15
23016,9090,DK Metcalf,14,Seattle Seahawks,Away,2025,S,119.99,3,2019-01-15
23017,9090,Christian McCaffrey,23,San Francisco 49ers,Alternate,2024,S,119.99,1,2019-01-15
23018,9091,Josh Allen,17,Buffalo Bills,Away,2019,XXL,119.99,2,2022-08-13
23019,9091,Joe Burrow,9,Cincinnati Bengals,Away,2019,XXL,149.99,2,2022-08-13
23020,9091,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,S,129.99,1,2022-08-13
23021,9091,Joe Burrow,9,Cincinnati Bengals,Away,2020,S,119.99,3,2022-08-13
23022,9092,Christian McCaffrey,23,San Francisco 49ers,Away,2021,XL,129.99,1,2025-10-30
23023,9092,Joe Burrow,9,Cincinnati Bengals,Home,2024,M,139.99,3,2025-10-30
23024,9093,Lamar Jackson,8,Baltimore Ravens,Alternate,2025,XXL,139.99,2,2025-06-02
23025,9093,Jordan Love,10,Green Bay Packers,Home,2021,XL,149.99,2,2025-06-02
23026,9094,Jordan Love,10,Green Bay Packers,Home,2022,XL,129.99,2,2022-01-29
23027,9094,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,M,139.99,2,2022-01-29
23028,9094,CeeDee Lamb,88,Dallas Cowboys,Home,2024,XL,149.99,2,2022-01-29
23029,9095,Patrick Mahomes,15,Kansas City Chiefs,Home,2019,XXL,149.99,2,2022-09-17
23030,9096,DK Metcalf,14,Seattle Seahawks,Home,2019,M,129.99,2,2020-11-20
23031,9096,Lamar Jackson,8,Baltimore Ravens,Away,2024,XL,149.99,2,2020-11-20
23032,9096,CeeDee Lamb,88,Dallas Cowboys,Away,2024,L,139.99,3,2020-11-20
23033,9096,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2023,S,119.99,3,2020-11-20
23034,9097,CeeDee Lamb,88,Dallas Cowboys,Home,2024,L,139.99,3,2022-06-29
23035,9097,Lamar Jackson,8,Baltimore Ravens,Away,2024,L,119.99,3,2022-06-29
23036,9097,Jordan Love,10,Green Bay Packers,Alternate,2023,S,119.99,3,2022-06-29
23037,9097,Josh Allen,17,Buffalo Bills,Away,2022,XL,149.99,1,2022-06-29
23038,9098,CeeDee Lamb,88,Dallas Cowboys,Alternate,2025,M,139.99,2,2019-01-16
23039,9098,Amon-Ra St. Brown,14,Detroit Lions,Home,2024,S,149.99,2,2019-01-16
23040,9098,Lamar Jackson,8,Baltimore Ravens,Away,2020,M,129.99,3,2019-01-16
23041,9098,DK Metcalf,14,Seattle Seahawks,Home,2025,L,119.99,2,2019-01-16
23042,9099,Patrick Mahomes,15,Kansas City Chiefs,Home,2021,XXL,149.99,3,2021-09-17
23043,9100,Jordan Love,10,Green Bay Packers,Away,2021,M,149.99,1,2025-07-18
23044,9100,Jordan Love,10,Green Bay Packers,Away,2025,M,129.99,2,2025-07-18
23045,9100,Christian McCaffrey,23,San Francisco 49ers,Alternate,2022,S,139.99,3,2025-07-18
23046,9100,DK Metcalf,14,Seattle Seahawks,Away,2020,M,149.99,2,2025-07-18
23047,9101,Patrick Mahomes,15,Kansas City Chiefs,Alternate,2021,XL,149.99,1,2020-02-26
23048,9102,Joe Burrow,9,Cincinnati Bengals,Alternate,2025,S,149.99,2,2019-10-09
23049,9102,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2021,L,149.99,1,2019-10-09
23050,9103,Lamar Jackson,8,Baltimore Ravens,Alternate,2022,L,129.99,3,2025-06-12
23051,9104,Amon-Ra St. Brown,14,Detroit Lions,Alternate,2019,L,129.99,1,2022-05-27
